id,CycloneName,Year,PortList,Condition,ConditionEffectiveTime,VesselOps,OceanVesselOps,FacilityOps
66,NICOLE,2022,Canaveral,YANKEE,11/8/2022 13:00,"All vessels, barges and pleasure craft must begin plans to depart the port early so they are not blocked by bridge closures; mariners are reminded there are no safe havens in the port and inventory of vessels should be kept to a minimum; vessels unable to depart at least 8 h before the onset of threatening winds should seek an alternate port.","All vessels, barges and pleasure craft must begin plans to depart the port early so they are not blocked by bridge closures; mariners are reminded there are no safe havens in the port and inventory of vessels should be kept to a minimum; vessels unable to depart at least 8 h before the onset of threatening winds should seek an alternate port.","Ports and facilities should reduce the number of vessels alongside, ensure there are no vessels seeking refuge, and secure waterfront areas for expected sustained winds of 35–43 mph within 24 h."
67,NICOLE,2022,Charleston,XRAY,11/8/2022 7:00,Vessels wishing to remain in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan; vessels unable to offload and depart at least 24 h before threatening winds should divert to an alternate port.,Vessels wishing to remain in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan; vessels unable to offload and depart at least 24 h before threatening winds should divert to an alternate port.,Ports and facilities remain open to all commercial traffic and transfer operations may continue.
68,NICOLE,2022,"Fernandina, Jacksonville",XRAY,11/8/2022 5:00,Vessels wishing to remain in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan; vessels unable to safely off-load and depart within 24 h of threatening winds should seek an alternate port.,Vessels wishing to remain in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan; vessels unable to safely off-load and depart within 24 h of threatening winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and transfer operations may continue under Condition XRAY.
69,NICOLE,2022,Miami,YANKEE,11/8/2022 8:00,"All ocean-going vessels, barges and pleasure craft should plan to depart the port early to avoid bridge closures; mariners are reminded there are no safe havens and ports are safest when vessel inventory is at a minimum.","All ocean-going vessels, barges and pleasure craft should plan to depart the port early to avoid bridge closures; mariners are reminded there are no safe havens and ports are safest when vessel inventory is at a minimum.","Ports and facilities should minimize the number of vessels in port, prepare for drawbridge closures by 20:00, and ensure readiness for sustained winds within 24 hours."
70,NICOLE,2022,"Jacksonville, Canaveral",XRAY,11/8/2022 1:00,Vessels that wish to remain in port must obtain Captain of the Port permission and submit a written safe-mooring plan; vessels unable to off-load and depart within 24 hours of the arrival of threatening winds should seek an alternate port.,Vessels that wish to remain in port must obtain Captain of the Port permission and submit a written safe-mooring plan; vessels unable to off-load and depart within 24 hours of the arrival of threatening winds should seek an alternate port.,Ports and facilities are open to all commercial traffic and all cargo transfer operations may continue.
71,NICOLE,2022,Miami,XRAY,11/7/2022 20:00,"Vessels desiring to remain in port must request permission from the Captain of the Port, provide a written safe-mooring plan, secure for storm surge and rising tides, and vessels unable to offload and depart within 24 h of threatening winds should divert to alternate ports.","Vessels desiring to remain in port must request permission from the Captain of the Port, provide a written safe-mooring plan, secure for storm surge and rising tides, and vessels unable to offload and depart within 24 h of threatening winds should divert to alternate ports.",Ports and facilities are open to commercial traffic and transfer operations may continue at this time.
72,NICOLE,2022,"Fernandina, Jacksonville, Canaveral",WHISKEY,11/7/2022 9:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 h of threatening winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 h of threatening winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and all cargo-transfer operations may continue while Condition WHISKEY is in effect.
73,NICOLE,2022,"Miami, Everglades, PalmBeach",WHISKEY,11/7/2022 8:00,Vessels that want to stay in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan; vessels unable to off-load and depart at least 24 h before hazardous winds should divert to another port.,Vessels that want to stay in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan; vessels unable to off-load and depart at least 24 h before hazardous winds should divert to another port.,Ports and facilities remain open to all commercial traffic and may continue all transfer operations while Condition WHISKEY is in effect.
75,IAN,2022,Charleston,ZULU,9/29/2022 6:00,No vessels may enter or transit within the port without permission of the Captain of the Port; all vessel movements are prohibited.,No vessels may enter or transit within the port without permission of the Captain of the Port; all vessel movements are prohibited.,All waterfront operations are suspended except final preparations permitted by the Captain of the Port; facility storm preparations should be completed.
76,IAN,2022,"Jacksonville, Fernandina",ZULU,9/28/2022 5:00,No vessels may enter or transit the port without Captain-of-the-Port permission and all vessel movements are prohibited; mariners are reminded there are no safe havens and ports are safest when the vessel inventory is at a minimum.,No vessels may enter or transit the port without Captain-of-the-Port permission and all vessel movements are prohibited; mariners are reminded there are no safe havens and ports are safest when the vessel inventory is at a minimum.,All waterfront cargo and terminal operations are suspended except final safety preparations authorized by the Captain of the Port; facility preparations should now be complete to ensure the safety of the ports and facilities.
77,IAN,2022,"Jacksonville, Canaveral",ZULU,9/27/2022 23:00,No vessels may enter or transit within the port without permission of the Captain of the Port; all vessel movements are prohibited.,No vessels may enter or transit within the port without permission of the Captain of the Port; all vessel movements are prohibited.,All waterfront operations are suspended except final safety preparations; facility preparations should be completed.
78,IAN,2022,"Jacksonville, Canaveral",YANKEE,9/27/2022 5:00,"Mariners are advised that there are no safe havens in port; all ocean-going vessels, barges and pleasure craft should plan to depart early to avoid bridge closures and keep the number of vessels in port to a minimum.","Mariners are advised that there are no safe havens in port; all ocean-going vessels, barges and pleasure craft should plan to depart early to avoid bridge closures and keep the number of vessels in port to a minimum.","Ports and waterfront facilities should continue storm preparations, ensure the inventory of vessels is minimized, and remind users that the facilities do not provide safe haven during the storm."
79,IAN,2022,"KeyWest, Marathon",ZULU,9/26/2022 14:00,No vessels may enter or transit within the ports without permission of the Captain of the Port; all vessel movements are prohibited and mariners should complete final safety preparations.,No vessels may enter or transit within the ports without permission of the Captain of the Port; all vessel movements are prohibited and mariners should complete final safety preparations.,"All waterfront operations are suspended; only final storm-safety preparations authorized by the Captain of the Port may continue, and facility preparations should now be complete."
80,IAN,2022,"Jacksonville, Canaveral",X-RAY,9/26/2022 9:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of threatening winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of threatening winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and transfer operations may continue.
81,IAN,2022,"['TAMPA', 'BAY']",YANKEE,9/26/2022 20:20,,,
82,IAN,2022,KeyWest,YANKEE,9/26/2022 2:00,Mariners are reminded there are no safe havens in these facilities and ports are safest when the inventory of vessels is at a minimum; all vessels should be prepared to depart and stay clear of the water.,Mariners are reminded there are no safe havens in these facilities and ports are safest when the inventory of vessels is at a minimum; all vessels should be prepared to depart and stay clear of the water.,"Reduce vessel inventory to a minimum, recognize there are no safe havens within the port, and prepare facilities for possible closure and evacuation as necessary."
83,IAN,2022,"Tampa, Manatee, StPetersburg",X-RAY,9/25/2022 2:00,"Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot offload and depart at least 24 h before hazardous winds should seek an alternate port.","Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot offload and depart at least 24 h before hazardous winds should seek an alternate port.",Ports and facilities are open to all commercial traffic and all transfer operations may continue while Condition X-RAY is in effect.
84,IAN,2022,Miami,X-RAY,9/24/2022 12:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 h of threatening winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 h of threatening winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and transfer operations may continue while this condition is in effect.
85,IAN,2022,"Jacksonville, Fernandina",WHISKEY,9/24/2022 12:00,"Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours of threatening winds should seek an alternate port.","Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours of threatening winds should seek an alternate port.",Ports and facilities remain open to all commercial traffic and all transfer operations may continue while Condition WHISKEY is in effect.
86,IAN,2022,KeyWest,X-RAY,9/24/2022 9:00,"Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan. Vessels bound for South Carolina, Georgia or Florida that cannot off-load and depart within 24 hours of threatening winds should seek an alternate port.","Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan. Vessels bound for South Carolina, Georgia or Florida that cannot off-load and depart within 24 hours of threatening winds should seek an alternate port.",Ports and facilities are open to all commercial traffic and all transfer operations may continue.
87,IAN,2022,"Tampa, Manatee, StPetersburg",WHISKEY,9/24/2022 7:00,Vessels wishing to remain in port must obtain Captain of the Port permission and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of threatening winds should divert to an alternate port.,Vessels wishing to remain in port must obtain Captain of the Port permission and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of threatening winds should divert to an alternate port.,Ports and facilities are open to all commercial traffic and transfer operations may continue while Condition WHISKEY is in effect.
88,IAN,2022,Canaveral,WHISKEY,9/24/2022 5:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours before the arrival of threatening winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours before the arrival of threatening winds should seek an alternate port.,Ports and facilities are open to all commercial traffic and all transfer operations may continue while Port Condition WHISKEY remains in effect.
89,NINE,2022,"Miami, Everglades, PalmBeach, FortPierce",WHISKEY,9/24/2022 4:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours of threatening winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to safely offload and depart within 24 hours of threatening winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and transfer operations may continue while Condition WHISKEY is in effect.
90,NINE,2022,KeyWest,WHISKEY,9/23/2022 7:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan.,Ports and facilities remain open to all commercial traffic and all transfer operations may continue while Port Condition WHISKEY is in effect.
92,NINE,2022,,ZULU,9/17/2022 12:56,,,
93,NINE,2022,"['VIRGIN', 'PUERTO']",YANKEE,9/16/2022 16:18,,,
94,COLIN,2022,"Georgetown, Charleston",WHISKEY,7/2/2022 5:00,"Vessels that wish to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot safely offload and depart at least 24 hours before hazardous winds should divert to an alternate port.","Vessels that wish to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels bound for South Carolina, Georgia, or Florida that cannot safely offload and depart at least 24 hours before hazardous winds should divert to an alternate port.",Ports and facilities remain open to all commercial traffic; all cargo transfer operations may continue while Condition WHISKEY is in effect.
95,MILTON,2022,"StPetersburg, Miami, KeyWest",WHISKEY,6/3/2022 6:00,Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to off-load and depart at least 24 hours before threatening winds should divert to an alternate port.,Vessels wishing to remain in port must obtain permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to off-load and depart at least 24 hours before threatening winds should divert to an alternate port.,Ports and facilities are open to all commercial traffic and may continue all transfer operations while Condition WHISKEY remains in effect.
96,MILTON,2022,"['KEY', 'ST.', 'MIAMI']",WHISKEY,6/3/2022 18:46,,,
97,IDA,2021,KeyWest,YANKEE,8/27/2021 0:00,"All ocean-going vessels, barges and pleasure craft should make plans to depart the port early to avoid bridge closures; mariners reminded there are no safe havens and ports are safest when vessel inventory is minimal.","All ocean-going vessels, barges and pleasure craft should make plans to depart the port early to avoid bridge closures; mariners reminded there are no safe havens and ports are safest when vessel inventory is minimal.","Facilities should reduce the number of vessels in port; no safe-haven berths are available, and port users should stay off the water, secure belongings and monitor Coast Guard Homeport for updates."
434,HENRI,2021,['NEWENGLAND'],ZULU,8/22/2021 0:25,,,
435,HENRI,2021,['NEWENGLAND'],YANKEE,8/20/2021 20:40,,,
436,HENRI,2021,"['NEW', 'ENGLAND']",X-RAY,8/20/2021 19:28,,,
437,HENRI,2021,"['NEW', 'ENGLAND']",X-RAY,8/20/2021 15:35,,,
98,FRED,2021,KeyWest,ZULU,8/13/2021 13:00,All vessel movements are prohibited; no vessels may enter or transit the port without permission of the Captain of the Port.,All vessel movements are prohibited; no vessels may enter or transit the port without permission of the Captain of the Port.,All waterfront operations are suspended except final preparations permitted by the Captain of the Port; facility storm preparations should be completed.
99,FRED,2021,,YANKEE,8/13/2021 14:12,,,
100,FRED,2021,StPetersburg,XRAY,8/13/2021 1:00,,,
101,FRED,2021,"Miami, Everglades",WHISKEY,8/11/2021 4:00,"Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot safely offload and depart at least 24 hours before threatening winds should divert to an alternate port.","Vessels wishing to remain in port must obtain Captain-of-the-Port permission and provide a written safe-mooring plan; vessels bound for South Carolina, Georgia or Florida that cannot safely offload and depart at least 24 hours before threatening winds should divert to an alternate port.",Ports and facilities are open to all commercial traffic and may continue all transfer operations while Condition WHISKEY is in effect.
102,FRED,2021,,XRAY,8/11/2021 15:23,,,
103,FRED,2021,KeyWest,WHISKEY,8/11/2021 1:00,Vessels wishing to remain in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan.,Vessels wishing to remain in port must obtain Captain-of-the-Port permission and submit a written safe-mooring plan.,Ports and facilities remain open to all commercial traffic and transfer operations may continue while Port Condition WHISKEY is in effect.
104,ELSA,2021,"Jacksonville, Fernandina",YANKEE,7/6/2021 12:00,"All ocean-going vessels, barges and pleasure craft should plan to depart the port early and are advised to leave before bridges are closed; mariners are reminded there are no safe havens in port and vessel inventory should be kept to a minimum.","All ocean-going vessels, barges and pleasure craft should plan to depart the port early and are advised to leave before bridges are closed; mariners are reminded there are no safe havens in port and vessel inventory should be kept to a minimum.","Ports and facilities should continue Port Condition YANKEE preparations, ensuring the number of vessels in port is minimized and storm plans are executed."
105,ELSA,2021,"Tampa, Manatee, StPetersburg",ZULU,7/5/2021 14:00,No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.,No vessels may enter or transit the ports without the Captain of the Port’s permission; all vessel movements are prohibited and mariners are advised that ports offer no safe havens.,All waterfront operations are suspended except final safety preparations approved by the Captain of the Port; facility storm preparations should already be complete.
106,ELSA,2021,"Tampa, Manatee, StPetersburg",YANKEE,7/5/2021 6:00,"Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures.","Mariners are advised that there are no safe havens within these facilities; all vessels, barges and pleasure craft should make plans to depart the port and leave early to avoid bridge closures.","Ports and facilities should minimize the number of vessels in port, recognize that no safe havens are available, and continue to monitor Coast Guard Homeport for detailed guidance."
107,ELSA,2021,"['KEY', 'WEST']",YANKEE,7/4/2021 13:31,,,
108,ELSA,2021,"Miami, KeyWest",X-RAY,7/3/2021 4:00,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of the arrival of hazardous winds should seek an alternate port.,Vessels wishing to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; vessels unable to offload and depart within 24 hours of the arrival of hazardous winds should seek an alternate port.,Ports and facilities remain open to all commercial traffic and all cargo transfer operations may continue.
109,ELSA,2021,Tampa,X-RAY,7/3/2021 4:00,"Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port.","Vessels that wish to remain in port must request permission from the Captain of the Port and submit a written safe-mooring plan; all vessels, including barges and pleasure craft, should prepare to depart the port or seek safe harbor, and vessels unable to off-load and depart within 24 hours of threatening winds should seek an alternate port.",Ports and facilities remain open to all commercial traffic and cargo-transfer operations may continue while Port Condition X-RAY is in effect.
110,ELSA,2021,['TAMPA'],WHISKEY,7/2/2021 15:14,,,
111,ELSA,2021,"Miami, KeyWest",WHISKEY,7/2/2021 0:00,"Vessels wishing to remain must contact the Captain of the Port, obtain permission, and submit a written safe-mooring plan; drawbridges may not operate once sustained winds reach 25 mph or during an evacuation; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours before threatening winds should seek an alternate port.","Vessels wishing to remain must contact the Captain of the Port, obtain permission, and submit a written safe-mooring plan; drawbridges may not operate once sustained winds reach 25 mph or during an evacuation; vessels bound for South Carolina, Georgia, or Florida that cannot offload and depart within 24 hours before threatening winds should seek an alternate port.",Ports and facilities remain open to all commercial traffic and transfer operations may continue while Port Condition WHISKEY is in effect.
385,ELSA,2021,['SanJuan'],X-RAY,7/1/2021 20:31,,,
112,ETA,2020,Tampa,ZULU,11/11/2020 8:00,All vessel movements within the port are prohibited and the port is closed to traffic.,All vessel movements within the port are prohibited and the port is closed to traffic.,Port facilities are closed; cargo operations are suspended and facilities must secure equipment and prepare for hurricane-force winds.
386,ETA,2020,['TAMPA'],YANKEE,11/11/2020 12:25,,,
114,ETA,2020,['KEYWEST'],ZULU,11/9/2020 18:41,,,
115,ETA,2020,['TAMPA'],YANKEE,11/8/2020 22:34,,,
116,ETA,2020,['Miami'],ZULU,11/8/2020 11:46,,,
117,ETA,2020,['KeyWest'],ZULU,11/8/2020 1:18,,,
118,ETA,2020,"Miami, Everglades, PalmBeach, FortPierce",YANKEE,11/7/2020 9:00,,,
119,ETA,2020,KeyWest,YANKEE,11/7/2020 8:00,,,
120,ETA,2020,"Miami, Everglades, PalmBeach, FortPierce",XRAY,11/6/2020 10:00,,,
121,ETA,2020,['TAMPA'],X-RAY,11/6/2020 22:19,,,
122,ETA,2020,KeyWest,XRAY,11/6/2020 0:00,,,
123,ETA,2020,['TAMPA'],WHISKEY,11/5/2020 22:08,,,
124,ETA,2020,['Miami'],WHISKEY,11/5/2020 19:05,,,
125,ETA,2020,KeyWest,WHISKEY,11/4/2020 13:00,,,
126,LAURA,2020,['KEYWEST'],ZULU,8/24/2020 0:28,,,
127,LAURA,2020,['KEYWEST'],YANKEE,8/23/2020 12:19,,,
128,LAURA,2020,['KEYWEST'],X-RAY,8/22/2020 0:13,,,
129,LAURA,2020,Miami,WHISKEY,8/21/2020 12:00,,,
391,ISAIAS,2020,"['DELAWARE', 'BAY']",ZULU,8/4/2020 0:44,,,
392,ISAIAH,2020,['BALTIMORE'],YANKEE,8/3/2020 19:07,,,
393,ISAIAS,2020,['Virginia'],X-RAY,8/2/2020 20:26,,,
394,ISAIS,2020,['NORTHCAROLINA'],X-RAY,8/2/2020 20:25,,,
395,ISAIAS,2020,"['NORTH', 'CAROLINA', 'VIRGINIA']",X-RAY,8/2/2020 2:17,,,
131,ISAIAS,2020,['MIAMI'],ZULU,8/1/2020 12:05,,,
132,ISAIAH,2020,"['ISLAMORADA', 'CEASARS']",ZULU,8/1/2020 2:08,,,
396,ISAIAS,2020,"['VIRGINIA', 'MARYLAND']",WHISKEY,7/31/2020 22:06,,,
397,ISAIAS,2020,['NORTHCAROLINA'],WHISKEY,7/31/2020 22:03,,,
133,ISAIS,2020,['MIAMI'],YANKEE,7/31/2020 14:25,,,
134,ISAIAS,2020,['KEYWEST'],YANKEE,7/31/2020 14:22,,,
135,ISAIS,2020,['MIAMI'],X-RAY,7/30/2020 19:20,,,
136,ISAIAS,2020,KeyWest,X-RAY,7/29/2020 23:00,"All vessels must initiate heavy-weather preparations, secure moorings and gear, review emergency procedures, and be ready to get underway if higher port conditions are established.","All vessels must initiate heavy-weather preparations, secure moorings and gear, review emergency procedures, and be ready to get underway if higher port conditions are established.","Port and waterfront facilities must activate heavy-weather plans, secure or remove loose equipment and hazardous materials, verify emergency power and communications, and be prepared to cease cargo operations quickly as conditions escalate."
137,NINE,2020,"Miami, Everglades, PalmBeach, FortPierce",WHISKEY,7/29/2020 6:00,"All vessels must review heavy-weather plans, begin securing gear, ensure sufficient mooring lines, and be ready to depart or reposition on short notice.","All vessels must review heavy-weather plans, begin securing gear, ensure sufficient mooring lines, and be ready to depart or reposition on short notice.","Port and terminal operators should activate heavy-weather procedures, secure waterfront equipment and hazardous materials, verify communications, and ensure cargo operations can be safely halted and facilities secured within 12 hours of further notice."
138,NINE,2020,KeyWest,WHISKEY,7/29/2020 2:00,"All vessels must review and begin implementing their heavy-weather plans, maintain a state of readiness to depart or safely moor, report intentions and mooring arrangements to the Captain of the Port, and ensure that cargo operations can be secured on short notice.","All vessels must review and begin implementing their heavy-weather plans, maintain a state of readiness to depart or safely moor, report intentions and mooring arrangements to the Captain of the Port, and ensure that cargo operations can be secured on short notice.","Ports and waterfront facilities remain open but must start securing equipment and hazardous materials, remove or lash down loose gear, verify emergency power and communications, and prepare to suspend operations as conditions escalate."
363,DOUGLAS,2020,"['HONOLULU', 'KAUAI']",ZULU,7/26/2020 20:06,,,
364,DOUGLAS,2020,"['HAWAII', 'MAUI', 'HONOLULU', 'KAUAI']",ZULU,7/25/2020 23:21,,,
365,DOUGLAS,2020,"['HAWAII', 'MAUI', 'KAUAI']",X-RAY,7/25/2020 0:12,,,
366,DOUGLAS,2020,"['Hawaii', 'Maui', 'Honolulu']",WHISKEY,7/24/2020 8:47,,,
399,DELAWARE,2020,"['DELAWARE', 'BAY']",WHISKEY,7/10/2020 18:01,,,
139,NINE,2019,Canaveral,X-RAY,9/13/2019 18:00,,,
140,DORIAN,2019,"Savannah, Brunswick",ZULU,9/3/2019 12:00,Port Condition Zulu in effect: all vessel movements within the port are suspended.,Port Condition Zulu in effect: all vessel movements within the port are suspended.,"Port facilities are closed, cargo operations are suspended, and storm-secure measures are in place."
141,DORIAN,2019,Charleston,YANKEE,9/4/2019 0:00,Not specified in tweet or image,Not specified in tweet or image,Not specified in tweet or image
142,DORIAN,2019,"Jacksonville, Fernandina",ZULU,9/3/2019 4:00,"Port closed; all vessel movements into, out of, or within the port are prohibited unless specifically authorized by the Captain of the Port.","Port closed; all vessel movements into, out of, or within the port are prohibited unless specifically authorized by the Captain of the Port.","Cargo handling and bunkering operations must cease; terminal and facility operators must secure cranes, hazardous materials, and waterfront equipment and keep the port closed until the Captain of the Port lifts Condition Zulu."
143,DORIAN,2019,[],X-RAY,9/2/2019 23:02,,,
144,DORIAN,2019,"Jacksonville, Fernandina",YANKEE,9/2/2019 1:00,Gale-force winds expected within 24 h; inbound traffic restricted and all vessels must complete storm preparations and be ready to depart or seek safe refuge.,Gale-force winds expected within 24 h; inbound traffic restricted and all vessels must complete storm preparations and be ready to depart or seek safe refuge.,"Waterfront facilities must cease cargo transfers, secure cranes and loose equipment, and implement heavy-weather mooring and safety plans in anticipation of port closure."
145,DORIAN,2019,Canaveral,ZULU,9/2/2019 0:00,"Port closed; all vessel movements into, out of, or within the port are suspended unless specifically authorized by the Captain of the Port.","Port closed; all vessel movements into, out of, or within the port are suspended unless specifically authorized by the Captain of the Port.",Cargo operations are halted and port/facility operators must secure facilities in accordance with hurricane plans; no transfer or cargo handling is permitted until the port reopens.
146,DORIAN,2019,Miami,ZULU,9/1/2019 18:00,All vessel movements within the port are prohibited once Condition ZULU is set.,All vessel movements within the port are prohibited once Condition ZULU is set.,The port is closed to all vessel traffic and cargo handling operations are suspended until further notice.
147,DORIAN,2019,Charleston,WHISKEY,8/31/2019 16:00,,,
148,DORIAN,2019,['PortCanaveral'],YANKEE,8/31/2019 20:56,,,
149,DORIAN,2019,"Savannah, Brunswick",X-RAY,8/31/2019 4:00,,,
150,DORIAN,2019,"Jacksonville, Fernandina",X-RAY,8/29/2019 13:00,,,
151,DORIAN,2019,"Savannah, Brunswick",WHISKEY,8/29/2019 9:00,All vessels should review and implement heavy-weather plans and be prepared for potential restrictions as Hurricane DORIAN approaches.,All vessels should review and implement heavy-weather plans and be prepared for potential restrictions as Hurricane DORIAN approaches.,Ports and marine facilities remain open; operators should initiate heavy-weather preparations and secure equipment in accordance with their hurricane plans.
152,DORIAN,2019,Canaveral,X-RAY,8/29/2019 8:00,,,
153,DORIAN,2019,"Jacksonville, Fernandina",WHISKEY,8/28/2019 20:00,"All vessels are allowed to remain in port but must review and implement their heavy-weather plans, keep engines on standby, and stay alert to further Coast Guard directions.","All vessels are allowed to remain in port but must review and implement their heavy-weather plans, keep engines on standby, and stay alert to further Coast Guard directions.","Ports and waterfront facilities remain open; operators must secure loose equipment and cargo, test communications, and begin staging personnel and resources for possible escalation of port conditions."
154,DORIAN,2019,KeyWest,WHISKEY,8/28/2019 9:00,"All vessels should review and implement their heavy-weather mooring or departure plans, monitor weather broadcasts, and be prepared to take additional action as conditions change.","All vessels should review and implement their heavy-weather mooring or departure plans, monitor weather broadcasts, and be prepared to take additional action as conditions change.","Port and waterfront facilities remain open but must begin securing cargo-handling equipment, removing potential projectiles, and verifying that emergency power and communications are ready; facility operators should complete initial storm-prep checklists and report readiness to the Coast Guard."
155,DORIAN,2019,"['TAMPA', 'ST', 'PETERSBURG', 'MANATEE']",WHISKEY,8/28/2019 18:52,,,
156,DORIAN,2019,Canaveral,WHISKEY,8/28/2019 13:00,,,
157,DORIAN,2019,Miami,WHISKEY,8/28/2019 16:00,,,
158,DORIAN,2019,"['ARECIBO', 'GUANICA', 'GUAYAMA', 'GUAYANILLA', 'MAYAGUEZ', 'PONCE', 'SALINAS', 'TALLABOA']",YANKEE,8/27/2019 23:54,,,
159,DORIAN,2019,"['PUERTORICO', 'VIRGIN']",X-RAY,8/26/2019 17:09,,,
367,ERICK,2019,"Hilo, Kawaihae",WHISKEY,7/30/2019 13:00,Ports remain open to all commercial and recreational traffic; vessels should monitor the storm and begin early preparations as required under Port Condition WHISKEY.,Ports remain open to all commercial and recreational traffic; vessels should monitor the storm and begin early preparations as required under Port Condition WHISKEY.,"All port facilities remain open; operators should implement initial heavy weather preparations, secure equipment, and monitor further Coast Guard directives."
378,BARRY,2019,['NewOrleans'],ZULU,7/12/2019 22:50,,,
439,BARRY,2019,[],WHISKEY,7/12/2019 18:17,,,
400,MICHAEL,2018,"Norfolk, Portsmouth, NewportNews",YANKEE,10/10/2018 16:00,,,
401,MICHAEL,2018,"Wilmington, MoreheadCity",WHISKEY,10/8/2018 14:00,,,
368,OLIVIA,2018,"Honolulu, Kalaeloa, Hilo, Kawaihae, Kahului, Kaunakakai, Kaumalapau",ZULU,9/11/2018 18:00,"All vessel movements within the affected ports are suspended; no arrivals, departures or transits are permitted without specific Coast Guard approval.","All vessel movements within the affected ports are suspended; no arrivals, departures or transits are permitted without specific Coast Guard approval.","Cargo handling, bunkering and all waterfront operations are halted; facilities must secure equipment and prepare for severe weather."
402,FLORENCE,2018,"Wilmington, MoreheadCity, Norfolk, Portsmouth, NewportNews, Baltimore",X-RAY,9/11/2018 6:00,"All vessels should complete cargo operations, secure for heavy weather, and be prepared to depart or relocate as directed by the Captain of the Port.","All vessels should complete cargo operations, secure for heavy weather, and be prepared to depart or relocate as directed by the Captain of the Port.","Ports and marine facilities must activate their heavy-weather plans, secure hazardous materials and loose gear, and ensure that cargo-handling equipment and waterfront areas are properly secured."
